Species,DISEASE,AGENT,TYPE,Source,Source_1,souce,Soure,type
Sebastes schlegelii,Vibriosis,Vibrio harveyi,Bacteria,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.","NA","NA","NA",Bacteria
Seriola quinqueradiata,Sealice,Allela macrotrachelus,Copepoda,"NA","NA","NA","NA",Parasites
Seriola quinqueradiata,Trematode infection,Axine heterocerca,Trematoda,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D17,"NA","NA","NA",Parasites
Seriola quinqueradiata,Flatworm infection,Benedenia seriolae,Monogenea,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D16,"NA","NA","NA",Parasites
Seriola quinqueradiata,Sealice,Caligus spinosus,Copepoda,"Woo, Patrick TK, and David W. Bruno Gregory, eds. Diseases and disorders of finfish in cage culture. CABI, 2014.",NA,NA,NA,Parasites
Seriola quinqueradiata,Edwardsiellosis,Edwardsiella tarda,Bacteria,"NA","NA","NA","NA",Bacteria
Seriola quinqueradiata,NA,Heteraxine heterocerca,Monogenea,"Woo, Patrick TK, and David W. Bruno Gregory, eds. Diseases and disorders of finfish in cage culture. CABI, 2014.",NA,NA,NA,Parasites
Seriola quinqueradiata,Fungal infection,Ichthyosporidium sp.,Fungi,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D15,"NA","NA","NA",Fungi
Seriola quinqueradiata,Infectious pancreatic necrosis,Infectious pancreatic necrosis virus,Virus,https://www.cabi.org/ISC/datasheet/79273,"NA","NA","NA",Virus
Seriola quinqueradiata,Streptococcicosis,Lactococcus garvieae,Bacteria,http://www.fao.org/fi/static-media/MeetingDocuments/WorkshopAMR/presentations/07_Haenen.pdf,"NA","NA","NA",Bacteria
Seriola quinqueradiata,Lymphocystis disease,Lymphocystis disease virus,Virus,"NA","NA","NA","NA",Virus
Seriola quinqueradiata,Nocardiosis,Nocardia kampachi,Bacteria,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D14,"NA","NA","NA",Bacteria
Seriola quinqueradiata,Pseudotuberculosis,Pasteurella piscicida,Bacteria,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D12,"NA","NA","NA",Bacteria
Seriola quinqueradiata,Photobacterium infection,Photobacterium damselae subsp. damselae,Bacteria,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.","NA","NA","NA",Bacteria
Seriola quinqueradiata,Viral nervous necrosis,Piscine nodavirus,Virus,"NA","NA","NA","NA",Virus
Seriola quinqueradiata,Pseudomonas infection,Pseudomonas sp.,Bacteria,"NA","NA","NA","NA",Bacteria
Seriola quinqueradiata,Scuticociliatosis,Scuticociliatida,Ciliophora,"NA","NA","NA","NA",Others
Seriola quinqueradiata,Streptococcosis,Streptococcus parauberis,Bacteria,"NA","NA","NA","NA",Bacteria
Seriola quinqueradiata,Gliding bacterial disease,Tenacibaculum maritimum,Bacteria,"NA","NA","NA","NA",Bacteria
Seriola quinqueradiata,Trichodinosis,Trichodina sp.,Ciliophora,"NA","NA","NA","NA",Others
Seriola quinqueradiata,Jaundice,Unkown bacteria,Bacteria,"Sorimachi, Minoru, et al. ""Causative agent of jaundice of yellowtail, Seriola quinqueradiata."" Fish Pathology 28.3 (1993): 119-124.",NA,NA,NA,Bacteria
Seriola quinqueradiata,Vibriosis,Vibrio anguillarum,Bacteria,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D11,"NA","NA","NA",Bacteria
Seriola quinqueradiata,Vibriosis,Vibrio harveyi,Bacteria,"NA","NA","NA","NA",Bacteria
Seriola quinqueradiata,Iridovirus infection,VSN,Virus,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D9,"NA","NA","NA",Virus
Seriola quinqueradiata,Pancreatic-hepatic necrosis,YAV,Virus,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D10,"NA","NA","NA",Virus
Seriola quinqueradiata,Ascitic disease,Yellowtail ascites virus,Virus,"Hirayama, Takeshi, et al. ""Isolation and characterization of virulent yellowtail ascites virus."" Microbiology and immunology51.4 (2007): 397-406.",NA,NA,NA,Virus
Sparus aurata,Trematode infection,Allopodocotyle pedicellata,Trematoda,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Amyloodiniasis,Amyloodinium ocellatum,Dinoflagellate,"Moreira, M., et al. ""Physiological responses of reared sea bream (Sparus aurata Linnaeus, 1758) to an Amyloodinium ocellatum outbreak."" Journal of fish diseases 40.11 (2017): 1545-1560.",NA,NA,NA,Others
Sparus aurata,Isopodiasis,Anilocra physodes,Isopoda,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Nematode infestation,Aporocotilidae sp.,Nematoda,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Aquareovirus,Aquareovirus,Virus,http://www.fao.org/fishery/culturedspecies/Sparus_aurata/en,"NA","NA","NA",Virus
Sparus aurata,NA,Atrispinum salpae,Monogenea,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Viral Encephalopathy and Retinopathy,Betanodavirus,Virus,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=345,"NA","NA","NA",Virus
Sparus aurata,"NA",Brooklynella hostilis,Ciliophora,https://link.springer.com/content/pdf/10.1007%2Fs10530-008-9269-3.pdf,"NA","NA","NA",Others
Sparus aurata,Sealice,Caligus sp.,Copepoda,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Nematode infestation,Cardicola aurata,Nematoda,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Myxosporidiosis,Ceratomyxa sparusaurati,Myxozoa,https://link.springer.com/content/pdf/10.1007%2Fs10530-008-9269-3.pdf,"NA","NA","NA",Others
Sparus aurata,Isopodiasis,Ceratothoa oestroides,Isopoda,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Isopodiasis,Ceratothoa parallela,Isopoda,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Nematode infestation,Contracaecum sp.,Nematoda,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Cryptocaryoniasis,Cryptocaryon irritans,Ciliophora,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Others
Sparus aurata,NA,Cryptosporidium molnari,Ciliophora,https://link.springer.com/content/pdf/10.1007%2Fs10530-008-9269-3.pdf,"NA","NA","NA",Others
Sparus aurata,Flatworm infection,Dactylogyrus sp.,Monogenea,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,NA,Eimeria sparis,Apicomplexa,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Others
Sparus aurata,NA,Encotyllabe vallei,Monogenea,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Myxosporidiosis,Enteromyxum leei,Myxozoa,https://link.springer.com/content/pdf/10.1007%2Fs10530-008-9269-3.pdf,"NA","NA","NA",Others
Sparus aurata,Sealice,Ergasilus sp.,Copepoda,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,NA,Furnestinia echeneis,Monogenea,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,NA,Goussia sparis,Apicomplexa,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Others
Sparus aurata,Flatworm infection,Gyrodactylus orecchiae,Monogenea,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Flatworm infection,Gyrodactylus sp.,Monogenea,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Nematode infestation,Hysterothylacium aduncum,Nematoda,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,"NA",Ichtyophonus,Fungi,https://link.springer.com/content/pdf/10.1007%2Fs10530-008-9269-3.pdf,"NA","NA","NA",Fungi
Sparus aurata,Infectious Haematopoietic Necrosis,Infectious haematopoietic necrosis virus,Virus,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=344,"NA","NA","NA",Virus
Sparus aurata,Lymphocystis,Iridovirus,Virus,http://www.fao.org/fishery/culturedspecies/Sparus_aurata/en,https://link.springer.com/content/pdf/10.1007%2Fs10530-008-9269-3.pdf,"NA","NA",Virus
Sparus aurata,Myxosporidiosis,Kudoa sp.,Myxozoa,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Others
Sparus aurata,NA,Lacinutrix venerupis,Bacteria,"Lopez, Jose R., et al. ""Isolation of Lacinutrix venerupis strains associated with disease outbreaks in sea bream Sparus aurata and European sea bass Dicentrarchus labrax."" Diseases of aquatic organisms 124.1 (2017): 85-90.",NA,NA,NA,Bacteria
Sparus aurata,NA,Lamellodiscus elegans,Monogenea,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Nematode infestation,Lepocreadium pegorchis,Nematoda,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,NA,Leptotheca sparidarium,Myxozoa,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Others
Sparus aurata,Nematode infestation,Macvicaria maillardi,Nematoda,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Nematode infestation,Macvicaria obovata,Nematoda,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,NA,Microcotyle chrysophryei,Monogenea,"Woo, Patrick TK, and David W. Bruno Gregory, eds. Diseases and disorders of finfish in cage culture. CABI, 2014.",NA,NA,NA,Parasites
Sparus aurata,Nematode infestation,Monorchis monorchis,Nematoda,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Photobacterium infection,Photobacterium damselae subsp piscicida,Bacteria,http://www.fao.org/fishery/culturedspecies/Sparus_aurata/en,"NA","NA","NA",Bacteria
Sparus aurata,Photobacterium infection,Photobacterium damselae subsp. damselae,Bacteria,http://www.fao.org/fishery/culturedspecies/Sparus_aurata/en,"NA","NA","NA",Bacteria
Sparus aurata,NA,Polylabris tubicirrus,Monogenea,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,"NA",Polysporoplasma sparis,Ciliophora,https://link.springer.com/content/pdf/10.1007%2Fs10530-008-9269-3.pdf,"NA","NA","NA",Others
Sparus aurata,Pseudomonas infection,Pseudomonas anguilliseptica,Bacteria,http://www.fao.org/fishery/culturedspecies/Sparus_aurata/en,"NA","NA","NA",Bacteria
Sparus aurata,Nematode infestation,Pycaenoide senegalensis,Nematoda,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,NA,Sparicotyle chrysophrii,Monogenea,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Parasites
Sparus aurata,Streptococcosis,Streptococcus agalactitiae,Bacteria,"Evans, J. J., et al. ""Characterization of β‐haemolytic Group B Streptococcus agalactiae in cultured seabream, Sparus auratus L., and wild mullet, Liza klunzingeri (Day), in Kuwait."" Journal of Fish Diseases 25.9 (2002): 505-513.",NA,NA,NA,Bacteria
Sparus aurata,Trichodinosis,Trichodinia sp.,Ciliophora,"Sánchez-García, Neus, Juan Antonio Raga, and Francisco E. Montero. ""Risk assessment for parasites in cultures of Diplodus puntazzo (Sparidae) in the Western Mediterranean: prospects of cross infection with Sparus aurata."" Veterinary parasitology 204.3-4 (2014): 120-133.",NA,NA,NA,Others
Sparus aurata,Vibriosis,Vibrio alginolyticus,Bacteria,http://www.fao.org/fishery/culturedspecies/Sparus_aurata/en,"NA","NA","NA",Bacteria
Sparus aurata,Distended Gut Syndrome,Virus-like particles,Virus,http://www.fao.org/fishery/culturedspecies/Sparus_aurata/en,"NA","NA","NA",Virus
Sparus aurata,Enteric redmouth disease,Yersinia ruckeri,Bacteria,https://en.wikipedia.org/wiki/Enteric_redmouth_disease,"NA","NA","NA",Bacteria
Takifugu rubripes,Sealice,Argulus scutiformis,Copepoda,"Woo, Patrick TK, and David W. Bruno Gregory, eds. Diseases and disorders of finfish in cage culture. CABI, 2014.",NA,NA,NA,Parasites
Takifugu rubripes,Sealice,Caligus fugu,Copepoda,"Ogawa, Kazuo, and Kiyoshi Inouye. ""Parasites of cultured tiger puffer (Takifugu rubripes) and their seasonal occurrences, with descriptions of two new species of Gyrodactylus."" Fish Pathology 32.1 (1997): 7-14.",NA,NA,NA,Parasites
Takifugu rubripes,Cryptocaryoniasis,Cryptocaryon irritans,Ciliophora,"Ogawa, Kazuo, and Kiyoshi Inouye. ""Parasites of cultured tiger puffer (Takifugu rubripes) and their seasonal occurrences, with descriptions of two new species of Gyrodactylus."" Fish Pathology 32.1 (1997): 7-14.",NA,NA,NA,Others
Takifugu rubripes,Myxosporidiosis,Enteromyxum fugu,Myxozoa,"Kodama, H., et al. ""Metabolomic investigation of pathogenesis of myxosporean emaciation disease of tiger puffer fish T akifugu rubripes."" Journal of fish diseases 37.7 (2014): 619-627.",NA,NA,NA,Others
Takifugu rubripes,Myxosporidiosis,Enteromyxum leei,Myxozoa,"Kodama, H., et al. ""Metabolomic investigation of pathogenesis of myxosporean emaciation disease of tiger puffer fish T akifugu rubripes."" Journal of fish diseases 37.7 (2014): 619-627.",NA,NA,NA,Others
Takifugu rubripes,Flatworm infection,Gyrodactylus rubripedis,Monogenea,"Ogawa, Kazuo, and Kiyoshi Inouye. ""Parasites of cultured tiger puffer (Takifugu rubripes) and their seasonal occurrences, with descriptions of two new species of Gyrodactylus."" Fish Pathology 32.1 (1997): 7-14.",NA,NA,NA,Parasites
Takifugu rubripes,Gill Fluke Disease ,Heterobothrium okamotoi,Monogenea,"Kimura, Takeshi, et al. ""Field trials of febantel against gill fluke disease caused by the monogenean Heterobothrium okamotoi in cultured tiger puffer Takifugu rubripes."" Fish Pathology 44.2 (2009): 67-71.",NA,NA,NA,Parasites
Takifugu rubripes,NA,Heterobothrium tretradonis,Monogenea,"Woo, Patrick TK, and David W. Bruno Gregory, eds. Diseases and disorders of finfish in cage culture. CABI, 2014.",NA,NA,NA,Parasites
Takifugu rubripes,Myxosporidiosis,Kudoa shiomitsui,Myxozoa,"Ogawa, Kazuo, and Kiyoshi Inouye. ""Parasites of cultured tiger puffer (Takifugu rubripes) and their seasonal occurrences, with descriptions of two new species of Gyrodactylus."" Fish Pathology 32.1 (1997): 7-14.",NA,NA,NA,Others
Takifugu rubripes,Acanthocephala infection,Longicollum pafrosomi,Acanthocephala,"Ogawa, Kazuo, and Kiyoshi Inouye. ""Parasites of cultured tiger puffer (Takifugu rubripes) and their seasonal occurrences, with descriptions of two new species of Gyrodactylus."" Fish Pathology 32.1 (1997): 7-14.",NA,NA,NA,Parasites
Takifugu rubripes,Trematode infection,Maculifer pacificus,Trematoda,"Ogawa, Kazuo, and Kiyoshi Inouye. ""Parasites of cultured tiger puffer (Takifugu rubripes) and their seasonal occurrences, with descriptions of two new species of Gyrodactylus."" Fish Pathology 32.1 (1997): 7-14.",NA,NA,NA,Parasites
Takifugu rubripes,Sealice,Neobrachiella hugu,Copepoda,"Ogawa, Kazuo, and Kiyoshi Inouye. ""Parasites of cultured tiger puffer (Takifugu rubripes) and their seasonal occurrences, with descriptions of two new species of Gyrodactylus."" Fish Pathology 32.1 (1997): 7-14.",NA,NA,NA,Parasites
Takifugu rubripes,Sealice,Pseudocaligus fugu,Copepoda,"Ogawa, Kazuo, and Kiyoshi Inouye. ""Parasites of cultured tiger puffer (Takifugu rubripes) and their seasonal occurrences, with descriptions of two new species of Gyrodactylus."" Fish Pathology 32.1 (1997): 7-14.",NA,NA,NA,Parasites
Takifugu rubripes,NA,Septemcapsula yasunagai,Myxozoa,"Ogawa, Kazuo, and Kiyoshi Inouye. ""Parasites of cultured tiger puffer (Takifugu rubripes) and their seasonal occurrences, with descriptions of two new species of Gyrodactylus."" Fish Pathology 32.1 (1997): 7-14.",NA,NA,NA,Others
Takifugu rubripes,Myxosporidiosis,Sphaerospora fugu,Myxozoa,"Kodama, H., et al. ""Metabolomic investigation of pathogenesis of myxosporean emaciation disease of tiger puffer fish T akifugu rubripes."" Journal of fish diseases 37.7 (2014): 619-627.",NA,NA,NA,Others
Takifugu rubripes,Trematode infection,Tetrochetus sp.,Trematoda,"Ogawa, Kazuo, and Kiyoshi Inouye. ""Parasites of cultured tiger puffer (Takifugu rubripes) and their seasonal occurrences, with descriptions of two new species of Gyrodactylus."" Fish Pathology 32.1 (1997): 7-14.",NA,NA,NA,Parasites
Takifugu rubripes,Trichodinosis,Trichodina fugu,Ciliophora,"Ogawa, Kazuo, and Kiyoshi Inouye. ""Parasites of cultured tiger puffer (Takifugu rubripes) and their seasonal occurrences, with descriptions of two new species of Gyrodactylus."" Fish Pathology 32.1 (1997): 7-14.",NA,NA,NA,Others
Takifugu rubripes,Trichodinosis,Trichodina jadranica,Ciliophora,"Ogawa, Kazuo, and Kiyoshi Inouye. ""Parasites of cultured tiger puffer (Takifugu rubripes) and their seasonal occurrences, with descriptions of two new species of Gyrodactylus."" Fish Pathology 32.1 (1997): 7-14.",NA,NA,NA,Others
Takifugu rubripes,Snout ulcer disease,Virus-like particles,Virus,"Isshiki, Tadashi, and Toshiaki Miyadai. ""Electron microscopy of the kuchijirosho (snout ulcer disease) causative agent in cell culture derived from fugu Takifugu rubripes."" Aquaculture 500 (2019): 141-147.",NA,NA,NA,Virus
Thunnus maccoyii,Flatworm infection,Atalostroppion sardae,Monogenea,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Flatworm infection,Benedenia seriolae,Monogenea,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Sealice,Brachiella thynni,Copepoda,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Flatworm infection,Caballerocotyla biparasitica,Monogenea,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Sealice,Caligus elongatus,Copepoda,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Flatworm infection,Callitetrarhynchus gracilis,Cestoda,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Nematode infestation,Capsularia marina,Nematoda,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Blood fluke infections,Cardicola forsteri,Digenea,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Flatworm infection,Cetiotrema crassum,Monogenea,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Flatworm infection,Colocyntotrema sp,Monogenea,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Flatworm infection,Didymocystis thynni,Digenea,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Flatworm infection,Didymocystis wedli,Digenea,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Blood fluke infections,Hirudinella ventricosa,Digenea,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Nematode infestation,Hysterothylacium cornutum,Nematoda,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Myxosporidiosis,Kudoa sp.,Myxozoa,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Others
Thunnus maccoyii,Flatworm infection,Neohexostoma sp.,Monogenea,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Flatworm infection,Nybelinia lingualis,Monogenea,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Flatworm infection,Pterobothrium heteracanthum,Monogenea,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Nematode infestation,Rhadinorhynchus pristis,Nematoda,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Nematode infestation,Spirurida,Nematoda,"NA","NA","NA","NA",Parasites
Thunnus maccoyii,Flatworm infection,Syncoelium filiferum,Monogenea,"NA","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Anaplerurus thynnusi,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Nematode infestation,Anisakis simplex,Nematoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Aponurus lagunculus,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Flatworm infection,Benedenia seriolae,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Bucephalopsis sibi,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Flatworm infection,Caballerocotyla paucispinosa,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Coeliotrema thynni,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
