Mapping parameters for Lates calcarifer (Barramundi),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 219),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Lates,calcarifer,19.75,112.75,1111:392:4,130,26.32,33.94,454,0,209
Lates,calcarifer,20.25,112.75,1211:102:2,88,25.76,33.9,501,0,196
Lates,calcarifer,20.25,111.25,1211:101:1,24,25.64,33.9,1236,0,104
Lates,calcarifer,20.25,86.75,1208:206:2,85,27.98,28.18,1753,0,20
Lates,calcarifer,20.25,72.75,1207:102:2,32,27.33,35.33,1713,0,17
Lates,calcarifer,20.75,113.75,1211:103:4,85,25.8,33.84,613,0,170
Lates,calcarifer,20.75,111.25,1211:101:3,31,25.64,33.9,1488,0,97
Lates,calcarifer,20.75,110.75,1211:100:4,11,25.54,33.9,1211,0,25
Lates,calcarifer,21.25,111.25,1211:111:1,24,25.25,33.9,808,0,26
Lates,calcarifer,21.25,91.75,1209:111:2,92,27.63,29.79,2944,0,78
Lates,calcarifer,21.75,90.25,1209:110:3,25,27.64,27.5,1465,0,23
Lates,calcarifer,21.75,87.75,1208:217:4,19,27.8,26.36,1647,0,12
Lates,calcarifer,22.25,114.25,1211:124:1,10,24.72,33.79,1385,0,22
Lates,calcarifer,22.25,91.75,1209:121:2,48,27.47,27.5,1609,0,18
Lates,calcarifer,22.25,120.75,1212:120:2,249,26.32,34.4,532,0,15
Lates,calcarifer,22.25,120.25,1212:120:1,721,26.32,34.09,785,0,97
Lates,calcarifer,23.25,120.25,1212:130:1,30,25.45,33.95,652,0,9
Lates,calcarifer,23.75,119.75,1211:239:4,42,24.59,33.95,1087,0,25
Lates,calcarifer,24.25,120.25,1212:140:1,41,24.17,33.75,939,0,24
Lates,calcarifer,24.75,67.25,1206:247:3,38,26.7,36.41,1679,0,11
Lates,calcarifer,24.75,121.75,1212:141:4,251,25.05,34.5,719,0,8
Lates,calcarifer,25.25,66.25,1206:456:1,68,26.59,36.41,2838,0,24
Lates,calcarifer,25.25,121.75,1212:351:2,66,23.92,34.43,871,0,15
Lates,calcarifer,25.25,119.75,1211:459:2,22,21.42,33.72,1628,0,25
Lates,calcarifer,36.25,140.75,1314:360:2,150,19.95,34.2,773,0,18
