Mapping parameters for Dicentrarchus labrax (European seabass),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 282),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Dicentrarchus,labrax,50.25,-3.25,7500:103:1,55,12.5,35.18,1340,0,48
Dicentrarchus,labrax,50.25,1.75,1500:101:2,20,12,34.59,1711,0.02,2
Dicentrarchus,labrax,50.75,-4.75,7500:104:4,52,12.39,35.25,1151,0,12
Dicentrarchus,labrax,50.75,-3.25,7500:103:3,36,12.5,35.18,1326,0,7
Dicentrarchus,labrax,50.75,-2.75,7500:102:4,33,12.48,34.88,1439,0,8
Dicentrarchus,labrax,50.75,-2.25,7500:102:3,11,12.48,34.88,1312,0,6
Dicentrarchus,labrax,50.75,-1.75,7500:101:4,15,12.38,34.88,1289,0.00054945,9
Dicentrarchus,labrax,50.75,-1.25,7500:101:3,7,12.38,34.88,1526,0,10
Dicentrarchus,labrax,50.75,-0.75,7500:100:4,31,12.24,34.88,1726,0.01,12
Dicentrarchus,labrax,50.75,-0.25,7500:100:3,43,12.24,34.72,1741,0.02,12
Dicentrarchus,labrax,50.75,1.75,1500:101:4,29,12,34.59,1746,0.01,6
Dicentrarchus,labrax,50.75,1.25,1500:101:3,37,12,34.59,1729,0.03,53
Dicentrarchus,labrax,50.75,0.75,1500:100:4,38,12.13,34.72,1513,0.03,16
Dicentrarchus,labrax,50.75,0.25,1500:100:3,39,12.13,34.72,1727,0.02,11
Dicentrarchus,labrax,51.25,3.75,1500:113:2,7,11.57,33.88,2057,0.01,3
Dicentrarchus,labrax,51.25,-5.75,7500:215:2,88,11.97,34.93,1206,0,100
Dicentrarchus,labrax,51.25,3.25,1500:113:1,9,11.57,33.88,1881,0.01,5
Dicentrarchus,labrax,51.25,-5.25,7500:215:1,74,11.97,34.4,1310,0,72
Dicentrarchus,labrax,51.25,2.75,1500:112:2,24,11.55,34.25,1733,0.00937093,11
