Mapping parameters for Oncorhynchus tshawytscha (Chinook salmon),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 514),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Oncorhynchus,tshawytscha,55.25,-156.25,7515:456:1,632,6.89,31.8,1123,0.00085917,96
Oncorhynchus,tshawytscha,55.75,-163.25,7516:353:3,76,5.61,31.82,823,0.00703833,87
Oncorhynchus,tshawytscha,55.75,-166.25,7516:456:3,122,5.57,32.13,626,0.00084583,178
Oncorhynchus,tshawytscha,55.75,-131.75,7513:351:4,24,9.06,31.17,1748,0.04,8
Oncorhynchus,tshawytscha,55.75,-162.75,7516:352:4,56,5.65,31.7,945,0.03,63
Oncorhynchus,tshawytscha,55.75,-165.75,7516:455:4,114,5.61,31.98,749,0.00070667,159
Oncorhynchus,tshawytscha,55.75,-162.25,7516:352:3,45,5.65,31.7,1009,0.02,10
Oncorhynchus,tshawytscha,55.75,-165.25,7516:455:3,105,5.61,31.98,709,0.00140083,141
Oncorhynchus,tshawytscha,55.75,-130.75,7513:350:4,67,9.06,31.17,1785,0.00911392,3
Oncorhynchus,tshawytscha,55.75,-160.75,7516:350:4,18,5.98,31.62,939,0.02,7
Oncorhynchus,tshawytscha,55.75,-160.25,7516:350:3,24,5.98,32.04,799,0.02,8
Oncorhynchus,tshawytscha,55.75,-154.75,7515:354:4,731,7.2,32.27,848,0.00110917,87
Oncorhynchus,tshawytscha,55.75,-159.75,7515:459:4,83,6.24,31.62,712,0.02,10
Oncorhynchus,tshawytscha,55.75,-169.75,7516:459:4,2289,5.49,32.52,578,0.00030333,143
Oncorhynchus,tshawytscha,55.75,-154.25,7515:354:3,884,7.2,32.27,832,0.00093,95
Oncorhynchus,tshawytscha,55.75,-169.25,7516:459:3,2034,5.49,32.52,527,0.0004275,147
Oncorhynchus,tshawytscha,55.75,-153.75,7515:353:4,1953,7.24,32.38,798,0.00086083,115
Oncorhynchus,tshawytscha,55.75,-158.75,7515:458:4,115,6.46,31.62,1005,0.02,16
Oncorhynchus,tshawytscha,55.75,-168.75,7516:458:4,696,5.5,32.43,578,0.00046917,159
Oncorhynchus,tshawytscha,55.75,-151.25,7515:351:3,5033,7.31,32.6,648,0.0007475,209
Oncorhynchus,tshawytscha,55.75,-168.25,7516:458:3,190,5.5,32.43,578,0.00035833,176
Oncorhynchus,tshawytscha,55.75,-157.75,7515:457:4,92,6.67,31.71,949,0.0012325,93
Oncorhynchus,tshawytscha,55.75,-164.75,7516:354:4,96,5.63,31.89,772,0.00112333,115
Oncorhynchus,tshawytscha,55.75,-167.75,7516:457:4,130,5.53,32.27,551,0.0003025,198
Oncorhynchus,tshawytscha,55.75,-164.25,7516:354:3,93,5.63,31.89,764,0.00115083,95
Oncorhynchus,tshawytscha,55.75,-167.25,7516:457:3,133,5.53,32.27,576,0.00052667,201
Oncorhynchus,tshawytscha,55.75,-156.75,7515:456:4,146,6.89,31.8,1025,0.00095667,87
Oncorhynchus,tshawytscha,55.75,-156.25,7515:456:3,222,6.89,31.8,1120,0.00135917,63
Oncorhynchus,tshawytscha,55.75,-163.75,7516:353:4,88,5.61,31.82,782,0.0012475,87
Oncorhynchus,tshawytscha,55.75,-166.75,7516:456:4,129,5.57,32.13,576,0.000525,198
Oncorhynchus,tshawytscha,55.75,-170.25,7517:350:3,2283,5.48,32.61,620,0.00033083,147
Oncorhynchus,tshawytscha,55.75,-155.75,7515:455:4,123,7.09,31.98,987,0.00155333,15
Oncorhynchus,tshawytscha,56.25,-169.75,7516:469:2,212,4.84,32.31,611,0.00058083,87
Oncorhynchus,tshawytscha,56.25,-169.25,7516:469:1,424,4.84,32.31,536,0.00065167,94
Oncorhynchus,tshawytscha,56.25,-168.75,7516:468:2,381,4.75,32.2,564,0.00074833,114
Oncorhynchus,tshawytscha,56.25,-168.25,7516:468:1,172,4.75,32.2,569,0.0012625,138
