Mapping parameters for Chanos chanos (Milkfish),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 344),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Chanos,chanos,-5.25,150.25,3015:350:1,336,29.18,34.09,381,0,23
Chanos,chanos,-4.75,56.25,3005:246:3,125,28.15,35.11,193,0,134
Chanos,chanos,-4.75,55.25,3005:245:3,101,28.09,35.13,430,0,27
Chanos,chanos,-4.25,39.25,3003:249:1,3,27.5,35.11,781,0,0
Chanos,chanos,-3.75,122.75,3012:132:4,126,28.92,34.2,939,0,26
Chanos,chanos,-3.75,122.25,3012:132:3,3,28.92,34.13,566,0,6
Chanos,chanos,-3.25,126.75,3012:236:2,96,28.59,34.22,631,0,3
Chanos,chanos,-2.75,40.25,3004:120:3,43,27.23,35.06,1426,0,15
Chanos,chanos,-1.75,145.25,3014:215:3,1145,29.28,34.38,448,0,28
Chanos,chanos,-1.25,-90.25,5009:110:1,342,23.53,34.58,538,0,28
Chanos,chanos,-0.75,-91.25,5009:101:3,400,23.55,34.45,826,0,14
Chanos,chanos,-0.75,-90.75,5009:100:4,138,23.73,34.45,584,0,22
Chanos,chanos,-0.75,-90.25,5009:100:3,129,23.73,34.45,510,0,22
Chanos,chanos,-0.75,-89.75,5008:209:4,357,23.91,34.31,522,0,28
Chanos,chanos,-0.75,-89.25,5008:209:3,518,23.91,34.31,489,0,26
Chanos,chanos,-0.75,-80.75,5008:100:4,216,25.87,33.38,717,0,25
Chanos,chanos,-0.75,91.25,3009:101:3,4547,29.11,34.16,319,0,689
Chanos,chanos,-0.75,90.75,3009:100:4,4103,29.07,34.26,316,0,734
Chanos,chanos,-0.75,90.25,3009:100:3,3304,29.07,34.26,315,0,780
Chanos,chanos,-0.25,-159.75,5015:209:2,4444,27.35,35.29,485,0,28
Chanos,chanos,0.25,-89.75,7008:209:2,1605,24.73,34.02,451,0,111
Chanos,chanos,0.25,-176.25,7017:206:1,4642,28.34,35.25,471,0,28
Chanos,chanos,0.75,90.75,1009:100:4,4234,29.08,34.22,325,0,654
Chanos,chanos,1.25,-91.75,7009:111:2,2079,25.59,33.81,429,0,111
Chanos,chanos,1.75,-157.25,7015:217:3,1162,27.36,35.15,411,0,28
Chanos,chanos,1.75,118.25,1011:218:3,63,29.07,33.86,781,0,21
Chanos,chanos,1.75,-157.75,7015:217:4,2527,27.36,35.15,411,0,111
Chanos,chanos,2.75,-78.25,7007:228:3,164,27.13,32.22,1727,0,26
Chanos,chanos,3.25,73.25,1007:133:1,77,28.88,34.88,687,0,27
Chanos,chanos,3.75,-81.75,7008:131:4,1973,27.03,32.45,497,0,111
Chanos,chanos,3.75,73.25,1007:133:3,241,28.88,34.88,524,0,111
Chanos,chanos,5.75,-87.25,7008:457:3,2149,28.06,32.91,321,0,27
Chanos,chanos,5.75,118.25,1011:458:3,4,28.87,33.54,844,0,11
Chanos,chanos,5.75,115.75,1011:455:4,28,28.77,33.09,726,0,22
Chanos,chanos,5.75,-162.25,7016:352:3,3127,28.39,34.8,339,0,111
Chanos,chanos,6.25,81.25,1008:361:1,35,28.63,34.16,500,0,12
Chanos,chanos,6.25,-162.25,7016:362:1,2128,28.4,34.69,335,0,27
Chanos,chanos,6.75,158.25,1015:468:3,1517,29.06,34.27,322,0,26
Chanos,chanos,7.25,168.75,1016:478:2,2173,28.76,34.32,370,0,27
Chanos,chanos,7.25,134.25,1013:374:1,1449,28.94,34.13,420,0,27
Chanos,chanos,7.25,79.75,1007:479:2,631,28.04,33.77,746,0,22
Chanos,chanos,7.75,-81.75,7008:371:4,106,28.16,31.79,416,0,25
Chanos,chanos,7.75,134.75,1013:374:4,2743,28.94,34.13,258,0,26
Chanos,chanos,7.75,79.75,1007:479:4,761,28.04,34.2,810,0,18
Chanos,chanos,8.25,-84.25,7008:384:1,1842,28.67,32.38,571,0,129
Chanos,chanos,8.25,-82.75,7008:382:2,195,28.53,31.79,1107,0,18
Chanos,chanos,8.25,-80.25,7008:380:1,17,28.04,35.06,661,0,18
Chanos,chanos,8.75,124.75,1012:384:4,454,28.8,34.38,493,0,16
Chanos,chanos,9.25,123.25,1012:393:1,258,28.6,33.9,694,0,16
Chanos,chanos,9.75,-85.25,7008:495:3,437,28.27,33.47,994,0,16
Chanos,chanos,9.75,-84.75,7008:394:4,104,28.56,32.38,1274,0,20
Chanos,chanos,10.25,51.25,1105:101:1,72,26.82,35.15,1536,0,26
Chanos,chanos,10.25,-109.25,7110:209:1,2640,28.17,33.61,289,0,27
Chanos,chanos,10.25,-85.75,7108:205:2,280,28.03,33.31,588,0,13
Chanos,chanos,10.25,-84.75,7108:104:2,40,28.3,33.31,465,0,2
Chanos,chanos,10.25,99.25,1109:209:1,15,28.97,31.94,966,0,17
Chanos,chanos,10.25,93.25,1109:103:1,1904,28.71,32.65,465,0,133
Chanos,chanos,10.75,122.75,1112:102:4,13,28.48,34.04,832,0,17
Chanos,chanos,10.75,122.25,1112:102:3,156,28.48,33.84,705,0,10
Chanos,chanos,10.75,108.25,1110:208:3,22,27.79,33.2,501,0,25
Chanos,chanos,10.75,-85.75,7108:205:4,101,28.03,33.31,458,0,18
Chanos,chanos,10.75,92.75,1109:102:4,533,28.7,32.79,664,0,26
