Mapping parameters for Scophthalmus rhombus (Brill),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 451),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Scophthalmus,rhombus,51.75,3.75,1500:113:4,12,11.57,33.88,2396,0.01,14
Scophthalmus,rhombus,51.75,3.25,1500:113:3,24,11.57,33.88,1799,0.02,69
Scophthalmus,rhombus,51.75,-8.25,7500:218:3,51,12.53,35,1170,0,11
Scophthalmus,rhombus,52.25,-4.75,7500:124:2,104,11.45,34.4,1442,0,14
Scophthalmus,rhombus,52.25,-4.25,7500:124:1,71,11.45,34.4,1133,0,8
Scophthalmus,rhombus,52.25,4.75,1500:124:2,3,11.33,33.43,1868,0.0078567,16
Scophthalmus,rhombus,52.25,4.25,1500:124:1,20,11.33,33.43,1972,0.01,16
Scophthalmus,rhombus,52.25,3.75,1500:123:2,26,11.27,33.88,2193,0.01,68
Scophthalmus,rhombus,52.25,3.25,1500:123:1,29,11.27,33.88,1560,0.00342833,99
Scophthalmus,rhombus,52.25,2.75,1500:122:2,37,11.2,34.25,1686,0.00115167,102
Scophthalmus,rhombus,52.25,-10.25,7501:120:1,46,12.21,35.2,810,0,14
Scophthalmus,rhombus,52.25,2.25,1500:122:1,37,11.2,34.25,1830,0.01,68
Scophthalmus,rhombus,52.25,-9.75,7500:229:2,13,12.17,35.2,800,0,5
Scophthalmus,rhombus,52.25,-7.25,7500:227:1,39,11.93,35,1265,0,6
Scophthalmus,rhombus,52.25,1.75,1500:121:2,22,11.17,34.25,2144,0.01,13
Scophthalmus,rhombus,52.25,-6.75,7500:226:2,33,11.55,34.93,1330,0,9
Scophthalmus,rhombus,52.25,-6.25,7500:226:1,42,11.55,34.4,1456,0,15
Scophthalmus,rhombus,52.75,-4.75,7500:124:4,77,11.45,34.4,1468,0,16
Scophthalmus,rhombus,52.75,-4.25,7500:124:3,60,11.45,34.4,1352,0,14
Scophthalmus,rhombus,52.75,5.75,1500:225:4,4,11.26,33.49,1674,0.00681768,13
Scophthalmus,rhombus,52.75,4.75,1500:124:4,10,11.33,33.43,1861,0.00725874,16
Scophthalmus,rhombus,52.75,4.25,1500:124:3,24,11.33,33.43,2290,0.01,67
Scophthalmus,rhombus,52.75,3.75,1500:123:4,25,11.27,33.88,1675,0.00295667,99
Scophthalmus,rhombus,52.75,3.25,1500:123:3,30,11.27,33.88,1678,0.0013325,121
Scophthalmus,rhombus,52.75,2.75,1500:122:4,37,11.2,34.25,1774,0.00249833,101
Scophthalmus,rhombus,52.75,2.25,1500:122:3,32,11.2,34.25,2098,0.01,67
Scophthalmus,rhombus,52.75,-10.25,7501:120:3,94,12.21,35.2,1240,0,67
Scophthalmus,rhombus,52.75,-9.75,7500:229:4,53,12.17,35.2,844,0,15
Scophthalmus,rhombus,52.75,1.75,1500:121:4,20,11.17,34.59,2087,0.01,12
Scophthalmus,rhombus,52.75,1.25,1500:121:3,8,11.17,34.59,1498,0.01,1
Scophthalmus,rhombus,52.75,-6.25,7500:226:3,24,11.55,34.4,1575,0,6
Scophthalmus,rhombus,53.25,2.75,1500:132:2,27,10.75,34.38,1889,0.00102667,120
